OrderID,CustomerID,OrderDate,ShippingDate,ProductID,Quantity,TotalAmount,OrderStatus,PaymentMethod,ShippingAddress
ORD0000361,CUST0023,2024-02-09,2024-02-09,PROD0025,1,129.73,Canceled,Credit Card,"559 Johnson Village, Chandlerfurt, LA 80691"
ORD0000362,CUST0089,2023-11-25,2023-11-25,PROD0010,2,201.04,Delivered,Cash,"2636 Linda Grove Apt. 429, Lake Richardview, IA 03012"
ORD0000363,CUST0038,2023-11-30,2023-12-01,PROD0018,2,380.02,Delivered,Credit Card,"239 Phillips Lock Apt. 873, Josephstad, OK 39532"
ORD0000364,CUST0094,2024-10-27,2024-10-30,PROD0001,1,130.83,Shipped,Credit Card,"45844 Washington Squares Apt. 632, West Michelle, SD 69210"
ORD0000365,CUST0033,2024-05-04,2024-05-04,PROD0023,3,567.42,Delivered,Credit Card,"87513 Collins Radial Apt. 001, New Roberto, MD 66358"
ORD0000366,CUST0087,2023-12-21,2023-12-23,PROD0029,1,190.8,Delivered,Credit Card,"770 Daniels Plaza Suite 597, Lake Amber, SC 06983"
ORD0000367,CUST0035,2024-05-07,2024-05-10,PROD0025,2,92.12,Delivered,Credit Card,"304 Paul Mall, Douglasfurt, NH 17390"
ORD0000368,CUST0062,2024-04-24,2024-04-24,PROD0012,7,820.96,Canceled,PayPal,"7715 Harper Street, Barryborough, NC 38824"
ORD0000369,CUST0065,2024-02-24,2024-02-25,PROD0005,2,221.84,Canceled,Cash,"87524 Aaron Forges Suite 825, Jesseborough, VI 84444"
ORD0000370,CUST0013,2024-06-01,2024-06-01,PROD0022,1,122.42,Shipped,Credit Card,"644 Adams Road, North Sarahshire, GU 17862"
ORD0000371,CUST0076,2024-02-11,2024-02-14,PROD0017,4,38.4,Delivered,Cash,"299 Dorsey Extensions, New Tom, AZ 86513"
ORD0000372,CUST0079,2024-05-25,2024-05-26,PROD0022,1,117.28,Canceled,Credit Card,"351 Mary Drives Apt. 487, Seanborough, MA 27545"
ORD0000373,CUST0030,2024-01-06,2024-01-06,PROD0014,4,507.04,Delivered,PayPal,"366 Esparza Keys, Stevenberg, UT 57188"
ORD0000374,CUST0027,2024-04-09,2024-04-09,PROD0002,6,182.22,Delivered,Cash,"049 Dominique Ports, South Christyburgh, AK 02503"
ORD0000375,CUST0003,2024-07-03,2024-07-05,PROD0015,3,-47.43,Delivered,PayPal,"04504 Garcia Lodge, Karenbury, GA 79485"
ORD0000376,CUST0095,2024-05-05,2024-05-08,PROD0011,6,416.64,Shipped,PayPal,"7829 Jill Haven Suite 912, Tracibury, SD 66074"
ORD0000377,CUST0095,2024-03-26,2024-03-29,PROD0006,6,42.6,Shipped,PayPal,"515 Smith Drive Apt. 442, East Michael, TX 66206"
ORD0000378,CUST0087,2024-02-09,2024-02-11,PROD0004,1,85.59,Delivered,Credit Card,"083 Huff Extensions, Harrisonborough, GU 59145"
ORD0000379,CUST0023,2024-06-14,2024-06-16,PROD0018,3,304.11,Delivered,Cash,"18769 Stewart Court Apt. 378, North Steve, NC 98394"
ORD0000380,CUST0082,2024-05-19,2024-05-20,PROD0028,3,352.26,Delivered,PayPal,"39055 Collins Turnpike, Annettemouth, CO 40155"
ORD0000381,CUST0037,2024-07-18,2024-07-19,PROD0008,3,429,Delivered,Credit Card,"795 Floyd Court, Lake Allenside, OK 48595"
ORD0000382,CUST0076,2024-09-21,2024-09-23,PROD0026,2,330.3,Canceled,Credit Card,"81466 Flowers Neck, Port Victoriaview, UT 43778"
ORD0000383,CUST0034,2024-04-23,2024-04-23,PROD0030,1,177.24,Shipped,PayPal,"11059 Julie Hollow Suite 938, Paulaborough, GU 27632"
ORD0000384,CUST0034,2024-01-07,2024-01-08,PROD0018,2,379.5,Delivered,PayPal,"214 Anthony Springs Suite 465, Lake Melissa, WY 99836"
ORD0000385,CUST0071,2024-10-22,2024-10-25,PROD0010,3,389.85,Delivered,Credit Card,"51238 Timothy Prairie Apt. 778, Lake Warren, MS 11726"
ORD0000386,CUST0057,2024-07-08,2024-07-11,PROD0025,9,975.24,Canceled,Credit Card,"6858 Bradley Brooks, Cherylberg, IN 30596"
ORD0000387,CUST0052,2024-07-21,2024-07-23,PROD0005,3,398.01,Shipped,Credit Card,"822 Joy Court Apt. 391, Lake Blakebury, FL 28978"
ORD0000388,CUST0026,2024-03-24,2024-03-26,PROD0007,1,86.31,Shipped,Credit Card,"59156 William Center Apt. 044, Port Nicoleville, MN 46729"
ORD0000389,CUST0026,2024-03-04,2024-03-05,PROD0009,1,113.18,Canceled,Credit Card,"31162 Lawrence Path Suite 882, Lake Patriciaville, AK 63538"
ORD0000390,CUST0017,2024-01-13,2024-01-14,PROD0022,3,92.67,Delivered,Cash,"018 Lara Green Suite 616, Lake Justinside, UT 39766"
ORD0000391,CUST0034,2024-04-24,2024-04-27,PROD0029,3,274.08,Delivered,Credit Card,"400 Cortez Crossing Apt. 343, Lake Aprilborough, NY 39206"
ORD0000392,CUST0045,2024-05-01,2024-05-04,PROD0006,9,393.84,Delivered,Credit Card,"799 Lewis Springs Apt. 352, Kristinton, OH 57534"
ORD0000393,CUST0031,2024-10-24,2024-10-24,PROD0019,1,122.04,Delivered,PayPal,"24120 Cantu Curve Apt. 811, North Dylanport, AK 58318"
ORD0000394,CUST0051,2023-12-24,2023-12-26,PROD0013,6,731.28,Delivered,PayPal,"20974 Gilmore Rapids, Port William, MO 41842"
ORD0000395,CUST0084,2023-12-25,2023-12-27,PROD0002,5,568.15,Delivered,Cash,"2090 Robinson Green, Shannonbury, KY 89438"
ORD0000396,CUST0003,2024-07-06,2024-07-07,PROD0018,1,126.92,Delivered,Credit Card,"7398 Rodriguez Lock Apt. 159, Lake Michelle, AK 66100"
ORD0000397,CUST0042,2024-08-04,2024-08-04,PROD0011,2,120.34,Shipped,Credit Card,"3356 Brandon Stream Suite 644, Ponceview, MS 76451"
ORD0000398,CUST0038,2024-01-13,2024-01-15,PROD0024,3,288.33,Delivered,Credit Card,"20595 Huff Unions, South Bruce, WI 89452"
ORD0000399,CUST0081,2024-05-28,2024-05-28,PROD0027,2,100.08,Shipped,Credit Card,"969 Greer Rapid Apt. 242, Scottshire, CO 41264"
ORD0000400,CUST0020,2024-05-01,2024-05-03,PROD0022,6,154.56,Delivered,Credit Card,"073 Conner Bridge Suite 165, Hofurt, MP 28056"
ORD0000401,CUST0057,2024-03-15,2024-03-18,PROD0024,7,946.96,Shipped,Credit Card,"USS Brown, FPO AP 66510"
ORD0000402,CUST0061,2024-08-13,2024-08-14,PROD0021,3,258.93,Delivered,PayPal,"65355 Wood Island Suite 145, Danaberg, MT 77147"
ORD0000403,CUST0004,2024-04-16,2024-04-17,PROD0030,1,81.8,Shipped,PayPal,"47242 Williams Garden, Mathewville, UT 59650"
ORD0000404,CUST0033,2024-07-19,2024-07-22,PROD0030,4,546.48,Delivered,PayPal,"3351 Jose Mountain, Robertstad, OR 71702"
ORD0000405,CUST0094,2024-01-26,2024-01-26,PROD0022,8,1277.84,Delivered,PayPal,"64189 Mathews Expressway, Perrybury, MN 36365"
ORD0000406,CUST0002,2024-11-05,2024-11-05,PROD0007,4,215.52,Shipped,Cash,"43146 Morgan Street Apt. 183, South Jaime, MN 99654"
ORD0000407,CUST0098,2024-02-26,2024-02-26,PROD0025,1,9.75,Delivered,Credit Card,"574 Miles View, Haroldtown, OR 39393"
ORD0000408,CUST0080,2024-01-17,2024-01-20,PROD0020,4,-147.44,Shipped,Credit Card,"67107 Perez Crossroad Suite 715, Colonport, NM 62512"
ORD0000409,CUST0058,2024-05-08,2024-05-08,PROD0003,2,53.26,Delivered,Credit Card,"11136 Jones Ramp Suite 082, Port Laura, TN 54396"
ORD0000410,CUST0003,2024-10-07,2024-10-10,PROD0012,1,167.67,Delivered,PayPal,"52376 Colin Estate Suite 125, Port Hannahport, ME 36467"
ORD0000411,CUST0058,2024-11-05,2024-11-08,PROD0011,4,569.76,Delivered,PayPal,"7804 Hudson Hills, Amberfurt, LA 39217"
ORD0000412,CUST0017,2023-12-15,2023-12-16,PROD0028,4,67.32,Canceled,Credit Card,"7030 Andrew Manors, West Traci, CT 13358"
ORD0000413,CUST0057,2024-10-10,2024-10-11,PROD0028,1,-23.68,Delivered,Cash,"264 Green Manor Suite 976, Lake Courtney, TN 60095"
ORD0000414,CUST0040,2024-03-05,2024-03-07,PROD0003,1,228.28,Delivered,PayPal,"44415 Adam Circles, Alyssaton, KY 79490"
ORD0000415,CUST0099,2024-07-25,2024-07-28,PROD0015,3,364.08,Delivered,PayPal,"43395 Maria Center, East Nancyton, FM 65402"
ORD0000416,CUST0073,2023-12-20,2023-12-20,PROD0030,1,120.57,Shipped,PayPal,"623 Shawn Flats Apt. 899, Carrollfort, FL 53847"
ORD0000417,CUST0026,2024-07-08,2024-07-08,PROD0019,1,66.41,Delivered,PayPal,"92592 Huang View, Daniellechester, TN 55173"
ORD0000418,CUST0035,2024-03-06,2024-03-06,PROD0006,1,94.24,Shipped,PayPal,"683 Miller Spur Suite 805, Kimberlymouth, NJ 83584"
ORD0000419,CUST0056,2024-08-19,2024-08-22,PROD0013,3,534.39,Canceled,Credit Card,"810 Jacqueline Views Apt. 431, New Jamesport, NE 34072"
ORD0000420,CUST0100,2023-12-17,2023-12-17,PROD0006,1,107.74,Delivered,PayPal,"23162 Jones Turnpike, South Kimberly, CO 69011"
ORD0000421,CUST0046,2024-02-09,2024-02-12,PROD0019,2,-20,Delivered,Cash,"79532 Kevin Parkways Apt. 636, Matthewsfurt, AZ 73923"
ORD0000422,CUST0072,2024-09-15,2024-09-18,PROD0017,1,157.97,Shipped,PayPal,"950 Christopher Coves, Lake Janet, MH 22075"
ORD0000423,CUST0031,2024-04-13,2024-04-15,PROD0016,2,162.02,Delivered,Credit Card,"3237 Evans Estate, Kennethfurt, MN 31770"
ORD0000424,CUST0022,2024-11-12,2024-11-15,PROD0013,2,59.36,Delivered,Credit Card,"2643 Mary Island, Rachaelton, LA 25092"
ORD0000425,CUST0012,2024-09-30,2024-10-02,PROD0013,2,146.44,Delivered,Credit Card,"283 Murray Manors, New David, HI 88940"
ORD0000426,CUST0086,2024-05-20,2024-05-22,PROD0024,1,125.96,Delivered,Credit Card,"090 Anderson Village, Lake Ashley, IL 63089"
ORD0000427,CUST0043,2023-11-16,2023-11-17,PROD0027,2,296.18,Delivered,PayPal,"7057 Todd Well, Lake Sharon, MI 60309"
ORD0000428,CUST0012,2024-03-21,2024-03-22,PROD0005,3,293.28,Shipped,PayPal,"90164 Darrell Freeway, Laurenside, MO 72261"
ORD0000429,CUST0057,2024-01-28,2024-01-29,PROD0007,2,125.02,Canceled,PayPal,"7073 James Inlet, North Todd, PA 52013"
ORD0000430,CUST0057,2024-04-14,2024-04-14,PROD0030,1,8.06,Delivered,Credit Card,"17911 Philip Harbor, Port Catherinehaven, OR 89478"
ORD0000431,CUST0099,2024-05-18,2024-05-20,PROD0017,1,187.97,Delivered,Credit Card,"154 Joseph Shoals Apt. 650, Knightburgh, IA 97256"
ORD0000432,CUST0077,2024-11-07,2024-11-10,PROD0025,5,638.65,Delivered,Credit Card,"7723 Cardenas Squares, Lake Jeffreyland, KY 59389"
ORD0000433,CUST0078,2024-05-15,2024-05-17,PROD0008,2,331.7,Delivered,PayPal,"35300 Gates Ports, South Jordanstad, FM 76650"
ORD0000434,CUST0098,2023-12-26,2023-12-29,PROD0029,6,553.98,Delivered,Credit Card,"5656 Roberson Fields Suite 730, West Michellestad, VI 20999"
ORD0000435,CUST0029,2024-07-14,2024-07-14,PROD0018,3,187.68,Delivered,PayPal,"6302 Thompson Vista Suite 494, Lake Sarastad, CT 74416"
ORD0000436,CUST0090,2024-04-05,2024-04-05,PROD0012,1,164.81,Shipped,Credit Card,"938 Jon Passage Apt. 583, Mauricefurt, MI 71443"
ORD0000437,CUST0050,2024-04-10,2024-04-13,PROD0030,2,296.58,Delivered,Credit Card,"664 Deborah Squares Apt. 415, Pruittberg, MH 71133"
ORD0000438,CUST0060,2024-05-22,2024-05-25,PROD0018,1,82.86,Canceled,PayPal,"3214 Dunn Junctions, East Michaelville, PA 32373"
ORD0000439,CUST0093,2024-04-13,2024-04-14,PROD0025,2,184.62,Delivered,Credit Card,"09589 Camacho Burgs Apt. 963, Mcdanielfort, LA 17113"
ORD0000440,CUST0003,2024-04-12,2024-04-14,PROD0024,4,155.84,Delivered,Credit Card,"1141 Pope Curve, Wilsonborough, CT 23335"
ORD0000441,CUST0098,2024-09-14,2024-09-14,PROD0019,4,770.52,Shipped,Credit Card,"518 Diane Tunnel, Kimberlyborough, NY 25771"
ORD0000442,CUST0005,2024-02-29,2024-03-01,PROD0003,2,51.26,Delivered,PayPal,"97319 Holloway Alley, Elizabethborough, AK 70515"
ORD0000443,CUST0030,2024-07-23,2024-07-26,PROD0014,9,1310.13,Delivered,PayPal,"985 Richard Dam Suite 882, Jonesfort, MN 62354"
ORD0000444,CUST0082,2024-09-01,2024-09-04,PROD0014,1,75.75,Canceled,PayPal,"07401 Laura Views Suite 697, East Michelleton, MN 51524"
ORD0000445,CUST0099,2024-10-25,2024-10-25,PROD0025,2,105.42,Delivered,Credit Card,"52151 Kerr Locks Apt. 592, Wagnerview, MI 21772"
ORD0000446,CUST0075,2024-06-21,2024-06-24,PROD0027,2,-24.5,Delivered,PayPal,"1534 Jackson Road, New Alejandra, NH 25026"
ORD0000447,CUST0043,2024-05-21,2024-05-23,PROD0009,1,157.67,Delivered,Credit Card,"8598 Jason Circles Suite 676, Johnsonmouth, FL 21443"
ORD0000448,CUST0064,2024-02-24,2024-02-24,PROD0001,1,71.37,Canceled,Credit Card,"271 Morrow Views, New Danielle, MO 42493"
ORD0000449,CUST0067,2024-01-07,2024-01-09,PROD0029,3,234.3,Delivered,Credit Card,"166 Rivera Port Suite 671, South Timothy, HI 28585"
ORD0000450,CUST0040,2024-08-28,2024-08-28,PROD0021,1,158.23,Delivered,Credit Card,"529 Brenda Point, Walkerside, MT 62082"
ORD0000451,CUST0094,2024-07-18,2024-07-18,PROD0013,2,378.14,Delivered,Cash,"PSC 0984, Box 4810, APO AA 36742"
ORD0000452,CUST0043,2024-04-28,2024-05-01,PROD0016,1,45.17,Delivered,Cash,"0877 Rios Mountains Suite 849, North Christopherborough, IL 36401"
ORD0000453,CUST0082,2024-07-21,2024-07-23,PROD0015,7,165.83,Delivered,Credit Card,"828 Perez Passage Apt. 050, West Richard, AR 19500"
ORD0000454,CUST0006,2024-08-01,2024-08-03,PROD0001,2,190.44,Delivered,Credit Card,"PSC 5914, Box 2667, APO AA 42933"
ORD0000455,CUST0077,2024-08-20,2024-08-22,PROD0009,3,349.83,Delivered,Credit Card,"55929 Newton Isle, Meganside, GU 53914"
ORD0000456,CUST0096,2024-01-09,2024-01-11,PROD0022,4,465.12,Shipped,Credit Card,"463 Stacey Pike, Walkertown, TN 01669"
ORD0000457,CUST0013,2024-09-24,2024-09-25,PROD0019,1,108.53,Delivered,Cash,"PSC 9009, Box 3855, APO AA 11539"
ORD0000458,CUST0065,2024-06-02,2024-06-05,PROD0027,2,262.38,Shipped,PayPal,"20185 Laura Street Suite 259, New Adam, ND 45067"
ORD0000459,CUST0011,2024-04-29,2024-04-30,PROD0030,8,1094.72,Shipped,PayPal,"1807 Shelton Knolls Apt. 758, Escobarville, ND 82342"
ORD0000460,CUST0013,2023-11-15,2023-11-16,PROD0029,6,338.7,Delivered,PayPal,"0092 White Mount Suite 975, Denisestad, HI 65261"
ORD0000461,CUST0040,2023-11-29,2023-11-30,PROD0010,3,276.24,Delivered,Credit Card,"5305 Chelsea Pines Apt. 364, North Robert, AS 81104"
ORD0000462,CUST0100,2024-04-07,2024-04-10,PROD0013,7,627.97,Delivered,Credit Card,"643 Cooper Rest, Nicholasshire, MT 94796"
ORD0000463,CUST0088,2024-09-11,2024-09-11,PROD0027,3,298.95,Delivered,Credit Card,"03758 Angela Gateway Suite 731, East Jessica, WI 42054"
ORD0000464,CUST0063,2024-01-03,2024-01-04,PROD0029,3,281.4,Delivered,Credit Card,"986 Nicholas Well, West Taylorport, PR 51653"
ORD0000465,CUST0085,2024-11-06,2024-11-09,PROD0013,1,138.37,Delivered,PayPal,"7430 Carter Village, Forbesshire, OR 63737"
ORD0000466,CUST0064,2024-04-12,2024-04-13,PROD0008,2,108.18,Delivered,Credit Card,"254 Thomas Ford Suite 172, Darrylstad, NY 92739"
ORD0000467,CUST0052,2024-05-18,2024-05-19,PROD0003,4,192.24,Canceled,PayPal,"PSC 0892, Box 6340, APO AP 78004"
ORD0000468,CUST0005,2024-03-30,2024-04-02,PROD0028,1,182.25,Delivered,PayPal,"1318 Williams Loaf Suite 328, West Laurieborough, UT 25317"
ORD0000469,CUST0021,2024-07-26,2024-07-28,PROD0011,4,470.84,Delivered,Credit Card,"260 King Corner Apt. 744, Billyton, RI 06051"
ORD0000470,CUST0043,2024-01-30,2024-02-02,PROD0029,1,84.39,Canceled,Cash,"38665 Craig Garden, Christopherburgh, HI 70309"
ORD0000471,CUST0100,2024-09-19,2024-09-19,PROD0027,1,67.72,Canceled,Cash,"991 Cunningham Fort Suite 486, Rodrigueztown, SD 99372"
ORD0000472,CUST0082,2024-04-21,2024-04-21,PROD0002,2,295,Delivered,Credit Card,"8005 Theresa Gateway Suite 805, New Jeffrey, CO 89041"
ORD0000473,CUST0089,2024-09-02,2024-09-04,PROD0026,1,50.46,Delivered,PayPal,"7667 Howard Cape, South Christopher, MA 18397"
ORD0000474,CUST0043,2024-04-23,2024-04-23,PROD0009,1,68.33,Canceled,PayPal,"9257 Allen Prairie Apt. 938, East Nicoleland, PA 23849"
ORD0000475,CUST0097,2024-04-24,2024-04-26,PROD0009,6,540.06,Delivered,PayPal,"Unit 3499 Box 1070, DPO AE 20909"
ORD0000476,CUST0043,2024-08-10,2024-08-11,PROD0013,1,113.58,Delivered,Cash,"723 Thomas Route, East Fredtown, IL 09310"
ORD0000477,CUST0030,2024-01-13,2024-01-16,PROD0029,4,198.84,Delivered,Cash,"68790 Mills Groves, Port Melissaburgh, NM 26462"
ORD0000478,CUST0025,2023-12-13,2023-12-14,PROD0024,2,154.94,Delivered,Cash,"6162 Lozano Stream, Collinschester, OH 35514"
ORD0000479,CUST0095,2024-11-02,2024-11-03,PROD0027,1,118.1,Shipped,Credit Card,"1508 Phillips Loaf, Waltersstad, AS 62978"
ORD0000480,CUST0073,2024-05-29,2024-05-31,PROD0003,6,599.04,Delivered,Credit Card,"3344 Kim Haven, North John, RI 65702"
ORD0000481,CUST0033,2024-02-02,2024-02-04,PROD0024,2,154.4,Shipped,Credit Card,"0987 Andres Stravenue Apt. 391, East Roger, TN 85717"
ORD0000482,CUST0016,2024-08-22,2024-08-24,PROD0015,2,198.74,Delivered,Credit Card,"349 Carter Drive, Jeremychester, IL 32661"
ORD0000483,CUST0083,2024-10-04,2024-10-04,PROD0025,1,140.94,Delivered,PayPal,"9534 Melissa Summit, New Carrieland, NM 35786"
ORD0000484,CUST0053,2024-06-11,2024-06-14,PROD0026,8,654.56,Shipped,PayPal,"Unit 0566 Box 7856, DPO AP 95548"
ORD0000485,CUST0004,2024-09-12,2024-09-12,PROD0004,3,332.49,Delivered,PayPal,"594 Jessica Alley Suite 165, Loganstad, OH 20953"
ORD0000486,CUST0071,2024-01-15,2024-01-17,PROD0020,2,194.22,Delivered,Credit Card,"23447 Perez Circle, Port Jeremy, MI 44354"
ORD0000487,CUST0076,2024-10-03,2024-10-03,PROD0005,2,44.18,Delivered,Credit Card,"1743 Ortiz Mews, South Chadborough, SD 88450"
ORD0000488,CUST0013,2024-03-21,2024-03-24,PROD0010,2,360.96,Delivered,Credit Card,"Unit 2787 Box 6802, DPO AE 29442"
ORD0000489,CUST0089,2024-05-23,2024-05-25,PROD0009,4,737.32,Shipped,Credit Card,"80085 Michael Forge, Kelleyshire, ID 97796"
ORD0000490,CUST0091,2024-09-04,2024-09-07,PROD0022,4,246.68,Delivered,PayPal,"72350 Mary Rue, Stewartside, MS 06584"
ORD0000491,CUST0077,2023-12-01,2023-12-03,PROD0003,6,875.28,Delivered,Credit Card,"PSC 0281, Box 3788, APO AP 31821"
ORD0000492,CUST0044,2023-12-07,2023-12-10,PROD0006,1,35.8,Delivered,PayPal,"02737 Theresa Well, Erikachester, SD 75558"
ORD0000493,CUST0073,2024-05-05,2024-05-05,PROD0010,1,111.88,Delivered,Cash,"14676 Keith Station, Michelleview, AL 28312"
ORD0000494,CUST0060,2024-09-26,2024-09-28,PROD0011,2,303.06,Delivered,PayPal,"0165 Tyler Station, Shannonfort, AR 36527"
ORD0000495,CUST0075,2024-06-21,2024-06-23,PROD0012,4,210.76,Delivered,Credit Card,"98448 Stephanie Walk, South Tammyhaven, FM 08794"
ORD0000496,CUST0052,2024-09-09,2024-09-12,PROD0027,1,173.38,Delivered,Credit Card,"6776 Thornton Mall Suite 128, Cochrantown, MD 24537"
ORD0000497,CUST0049,2024-04-18,2024-04-18,PROD0009,5,25.75,Shipped,PayPal,"50003 Harris Ford Apt. 399, West Andrea, KY 55405"
ORD0000498,CUST0025,2024-09-19,2024-09-21,PROD0011,5,268.35,Shipped,Credit Card,"269 Michael Fall Suite 500, Jasonshire, OH 99068"
ORD0000499,CUST0032,2024-01-22,2024-01-25,PROD0009,9,993.24,Shipped,Cash,"733 Webb Ramp Suite 868, Robinview, LA 64720"
ORD0000500,CUST0064,2024-07-06,2024-07-08,PROD0006,2,72,Delivered,PayPal,"46863 Nicholas Well, Lake Emilyfort, GU 32820"
ORD0000501,CUST0021,2024-04-03,2024-04-04,PROD0013,3,151.95,Canceled,Credit Card,"037 Crawford Harbor, Candiceland, MH 02827"
ORD0000502,CUST0042,2024-10-15,2024-10-17,PROD0013,2,200.42,Delivered,Credit Card,"89532 Conner Trafficway, West Malloryton, CO 20648"
ORD0000503,CUST0024,2024-10-18,2024-10-18,PROD0010,1,97.27,Canceled,Credit Card,"7625 Boyle Place, West Mark, OR 86185"
ORD0000504,CUST0068,2024-02-15,2024-02-18,PROD0011,1,98.19,Delivered,Credit Card,"1685 Jennifer Greens Suite 396, Christopherfort, UT 97618"
ORD0000505,CUST0019,2024-10-07,2024-10-07,PROD0001,1,50.23,Delivered,Credit Card,"419 Hamilton Glen, Lake Jenniferfurt, IL 70576"
ORD0000506,CUST0013,2024-04-08,2024-04-11,PROD0011,3,538.17,Shipped,Cash,"PSC 2718, Box 6182, APO AP 15285"
ORD0000507,CUST0052,2024-05-06,2024-05-08,PROD0010,2,314.86,Delivered,Credit Card,"290 Graham Ville Apt. 381, Huffmanburgh, GU 97063"
ORD0000508,CUST0023,2024-02-12,2024-02-13,PROD0029,1,188.14,Shipped,Credit Card,"61439 Lopez Corners Apt. 163, Alexisstad, AS 69720"
ORD0000509,CUST0082,2024-02-08,2024-02-11,PROD0023,3,96.06,Delivered,Cash,"0212 Sean Land, New Valerie, GA 91300"
ORD0000510,CUST0012,2024-08-15,2024-08-18,PROD0015,2,220.44,Shipped,Credit Card,"654 Valentine Plaza, Lake Pamelaborough, PW 53722"
ORD0000511,CUST0023,2024-04-22,2024-04-25,PROD0017,7,411.81,Delivered,Cash,"PSC 9133, Box 4646, APO AE 82718"
ORD0000512,CUST0057,2023-12-09,2023-12-11,PROD0016,2,213.96,Delivered,PayPal,"61019 Justin Brook Suite 898, South Cody, MP 12416"
ORD0000513,CUST0041,2024-06-24,2024-06-26,PROD0029,5,717.75,Delivered,PayPal,"33011 Kimberly Underpass Apt. 758, Janetstad, VA 87889"
ORD0000514,CUST0062,2024-08-18,2024-08-21,PROD0023,4,701.76,Canceled,Credit Card,"6976 Morrow Avenue Apt. 366, Lake Melinda, NM 35519"
ORD0000515,CUST0065,2024-07-29,2024-07-31,PROD0021,2,217.36,Delivered,Credit Card,"PSC 8806, Box 5306, APO AA 23808"
ORD0000516,CUST0068,2023-12-30,2024-01-01,PROD0025,3,89.34,Shipped,Credit Card,"5523 Lori Coves Suite 989, Lake Karen, AL 24506"
ORD0000517,CUST0044,2024-06-30,2024-07-02,PROD0008,10,788.5,Delivered,PayPal,"596 Benton Keys Apt. 355, Port Olivia, MD 68083"
ORD0000518,CUST0004,2024-10-03,2024-10-04,PROD0029,5,821.2,Delivered,Credit Card,"4901 Taylor Harbor, Meganside, CA 78425"
ORD0000519,CUST0015,2024-01-08,2024-01-10,PROD0003,6,603.36,Delivered,PayPal,"USS Joyce, FPO AP 32553"
ORD0000520,CUST0087,2024-07-03,2024-07-03,PROD0002,4,549.16,Delivered,PayPal,"112 Marie Keys Apt. 487, Johnside, WV 00943"
ORD0000521,CUST0068,2024-03-08,2024-03-10,PROD0023,6,426.12,Delivered,PayPal,"7540 Joseph Hollow, Donaldmouth, FL 74021"
ORD0000522,CUST0077,2023-12-18,2023-12-21,PROD0027,3,485.1,Delivered,PayPal,"5913 Martin Harbor, North Meganport, KS 87285"
ORD0000523,CUST0009,2024-03-17,2024-03-17,PROD0022,7,323.82,Shipped,Credit Card,"98196 Howard Ports Suite 176, South Danielmouth, KS 22322"
ORD0000524,CUST0036,2024-04-14,2024-04-14,PROD0014,2,123.48,Delivered,Cash,"22813 Michael Turnpike Suite 778, West Joshuachester, VT 73244"
ORD0000525,CUST0057,2024-05-27,2024-05-30,PROD0023,2,246.32,Delivered,Credit Card,"0313 Lucas Run Apt. 061, North Joseph, CT 76521"
ORD0000526,CUST0097,2024-04-11,2024-04-11,PROD0011,1,147.2,Delivered,Credit Card,"71042 Crawford Forest Suite 532, Lake Tyler, NM 24670"
ORD0000527,CUST0095,2024-01-13,2024-01-15,PROD0027,6,418.26,Delivered,Credit Card,"41788 Roger Summit, South Dawn, AR 90065"
ORD0000528,CUST0022,2024-04-06,2024-04-09,PROD0022,1,153.74,Delivered,PayPal,"917 Lopez Ferry Apt. 061, Brittanyville, TX 21203"
ORD0000529,CUST0024,2024-10-29,2024-10-30,PROD0029,1,75.43,Canceled,Credit Card,"182 Gutierrez Ferry Apt. 054, East Rachel, NV 01174"
ORD0000530,CUST0024,2024-06-03,2024-06-06,PROD0001,2,105.96,Shipped,PayPal,"032 Johnson Mission, Ramosmouth, WY 42326"
ORD0000531,CUST0076,2024-08-23,2024-08-23,PROD0007,3,-163.77,Delivered,Credit Card,"1416 Kimberly Rue Apt. 151, Nealchester, ID 45505"
ORD0000532,CUST0013,2024-09-21,2024-09-23,PROD0019,1,45.58,Delivered,PayPal,"USS Stewart, FPO AE 40583"
ORD0000533,CUST0073,2024-03-08,2024-03-09,PROD0020,1,72.93,Delivered,Cash,"02845 Morrison Lodge, East Martin, AS 83823"
ORD0000534,CUST0013,2024-10-12,2024-10-13,PROD0027,7,1243.9,Delivered,PayPal,"2438 Durham Vista, South Marymouth, MT 87806"
ORD0000535,CUST0042,2024-04-23,2024-04-26,PROD0009,9,1647.09,Delivered,Credit Card,"40392 Patricia Extension, South Pamela, VA 82149"
ORD0000536,CUST0012,2024-10-08,2024-10-08,PROD0016,1,42.43,Shipped,Cash,"00924 Adams Ranch, Gonzalezland, AK 39877"
ORD0000537,CUST0076,2024-02-07,2024-02-09,PROD0003,1,186.51,Delivered,Credit Card,"581 Perez Plains, South Toddside, FM 75728"
ORD0000538,CUST0050,2024-08-17,2024-08-18,PROD0026,2,221.14,Delivered,Credit Card,"USCGC Elliott, FPO AA 31658"
ORD0000539,CUST0080,2024-09-12,2024-09-15,PROD0027,5,594.7,Shipped,Cash,"809 Brian Rapids, Conradfort, IL 03668"
ORD0000540,CUST0044,2024-03-19,2024-03-21,PROD0029,5,345.6,Shipped,Credit Card,"9191 Baxter Lodge, Lake Justin, UT 04520"
ORD0000541,CUST0037,2024-09-01,2024-09-01,PROD0004,5,85.25,Shipped,Credit Card,"350 Raymond Motorway Suite 164, West Jermainefurt, OK 87279"
